ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (g)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,EAN,Marcas,Marca,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Atributo por defecto 1"
18532,variation,WFS1000RMA-BLK36,,"Botas De Agua Bajas Original Para Mujer Negro - 36",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.9,20,,10,0,,,120990,,,,,,,WFS1000RMA-BLK,,,,,,0,5013441352664,Hunter,,Talla,36,,1
18533,variation,WFS1000RMA-BLK37,,"Botas De Agua Bajas Original Para Mujer Negro - 37",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.9,20,,10,0,,,120990,,,,,,,WFS1000RMA-BLK,,,,,,0,5013441352671,Hunter,,Talla,37,,1
18534,variation,WFS1000RMA-BLK38,,"Botas De Agua Bajas Original Para Mujer Negro - 38",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.9,20,,10,0,,,120990,,,,,,,WFS1000RMA-BLK,,,,,,0,5013441352688,Hunter,,Talla,38,,1
18535,variation,WFS1000RMA-BLK39,,"Botas De Agua Bajas Original Para Mujer Negro - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.9,20,,10,0,,,120990,,,,,,,WFS1000RMA-BLK,,,,,,0,5013441352695,Hunter,,Talla,39,,1
18536,variation,WFS1000RMA-BLK40/41,,"Botas De Agua Bajas Original Para Mujer Negro - 40/41",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.9,20,,10,0,,,120990,,,,,,,WFS1000RMA-BLK,,,,,,0,5013441352701,Hunter,,Talla,40/41,,1
18537,variation,WFS1000RMA-BLK42,,"Botas De Agua Bajas Original Para Mujer Negro - 42",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.9,20,,10,0,,,120990,,,,,,,WFS1000RMA-BLK,,,,,,0,5013441352718,Hunter,,Talla,42,,1
18543,variation,WFS1000RMA-DOV42,,"Botas De Agua Bajas Original Para Mujer Verde Oliva - 42",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.9,20,,10,0,,,120990,,,,,,,WFS1000RMA-DOV,,,"UAH3031WXA-GZB, UBP1152KBM-DOV",,,0,5013441406510,Hunter,,Talla,42,,1
18544,variation,WFS2006RMA-BLK36,,"Botas Chelsea Original Para Mujer Negro 2 - 36",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,26,,11,0,,,116990,,,,,,,WFS2006RMA-BLK,,,,,,0,5054916291347,Hunter,,Talla,36,,1
18545,variation,WFS2006RMA-BLK37,,"Botas Chelsea Original Para Mujer Negro 2 - 37",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,26,,11,0,,,116990,,,,,,,WFS2006RMA-BLK,,,,,,0,5054916291354,Hunter,,Talla,37,,1
18546,variation,WFS2006RMA-BLK38,,"Botas Chelsea Original Para Mujer Negro 2 - 38",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,26,,11,0,,,116990,,,,,,,WFS2006RMA-BLK,,,,,,0,5054916291361,Hunter,,Talla,38,,1
18547,variation,WFS2006RMA-BLK39,,"Botas Chelsea Original Para Mujer Negro 2 - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,26,,11,0,,,116990,,,,,,,WFS2006RMA-BLK,,,,,,0,5054916291378,Hunter,,Talla,39,,1
18548,variation,WFS2006RMA-BLK40/41,,"Botas Chelsea Original Para Mujer Negro 2 - 40/41",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,26,,11,0,,,116990,,,,,,,WFS2006RMA-BLK,,,,,,0,5054916291385,Hunter,,Talla,40/41,,1
18549,variation,WFS2006RMA-BLK42,,"Botas Chelsea Original Para Mujer Negro 2 - 42",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,26,,11,0,,,116990,,,,,,,WFS2006RMA-BLK,,,,,,0,5054916291392,Hunter,,Talla,42,,1
18574,variation,WFS2080RMA-BHE36,,"Botas De Agua Aislantes Bajas Original Para Mujer BHE - 36",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,32,,12,0,,,154990,,,,,,,WFS2080RMA-BHE,,,,,,0,5054916651189,Hunter,,Talla,36,,1
18575,variation,WFS2080RMA-BHE37,,"Botas De Agua Aislantes Bajas Original Para Mujer BHE - 37",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,32,,12,0,,,154990,,,,,,,WFS2080RMA-BHE,,,,,,0,5054916651196,Hunter,,Talla,37,,1
18576,variation,WFS2080RMA-BHE38,,"Botas De Agua Aislantes Bajas Original Para Mujer BHE - 38",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,32,,12,0,,,154990,,,,,,,WFS2080RMA-BHE,,,,,,0,5054916651202,Hunter,,Talla,38,,1
18577,variation,WFS2080RMA-BHE39,,"Botas De Agua Aislantes Bajas Original Para Mujer BHE - 39",1,0,visible,,,,,taxable,parent,0,0,,0,0,1.5,32,,12,0,,,154990,,,,,,,WFS2080RMA-BHE,,,,,,0,5054916651219,Hunter,,Talla,39,,1
